初期値データ, 得意先コード１, 得意先コード２, 状態, 得意先名1, 得意先名2, 得意先名(フリガナ)1, 得意先名(フリガナ)2, 略称, 郵便番号１, 郵便番号２, 住所１, 住所２, 住所(フリガナ), 地区, TEL, FAX, 代表者氏名, ご担当者１, ご担当者２, ご担当者３, 窓口ご担当, キーマン, 営業時間(午前開始時間), 営業時間(午前開始時間), 営業時間(午前終了時間), 営業時間(午前終了時間), 営業時間(午後後開始時間), 営業時間(午後開始時間), 営業時間(午後終了時間), 営業時間(午後終了時間), 休日, 業種, 業態, 請求先コード１, 請求先コード２, 請求先名, 紹介口座先コード, 紹介口座先名, 契約担当１, 契約担当２, 回収条件, 与信限度,資本金, 取引区分, 締日, 集金日(月) , 集金日(日), 集金方法, 振込銀行, 振込名義, 口座名義, 契約年月日(年), 契約年月日(月), 契約年月日(日), 契約終了日(年), 契約終了日(月), 契約終了日(日), 契約期間, 契約更新日(年), 契約更新日(月), 契約更新日(日), 伝票発行, 納品書コメント, 請求書発行, 丸め, 消費税(課税単位), 消費税(端数区分), 設備情報等・その他, Email, URL, 代表者携帯, 直通TEL, 業態, 施設, 創業日(年), 創業日(月), 創業日(日), 取引履歴, 重要事項, お振込先口座名, 銀行/支店名, 口座番号, 巡回開始日(年), 巡回開始日(月), 巡回開始日(日), 納品書コメント(効果), 請求書送付(郵送), 経理会計窓口, 略称(フリガナ), 代表者役職, 振込銀行, 住所３, 親会社名, 親会社TEL, 親会社住所, 得意先名2, 得意先名2(フリガナ), ご担当者役職１, ご担当者役職２, ご担当者役職３, ご担当者備考, ご担当者備考, 請求書コメント, 得意先１伝票印字, 得意先２伝票印字, 親会社代表者氏名, 代行フラグ,伝票発行パターン,請求書発効パターン,担当支店,課税区分,請求先２コード１,請求先２コード２,請求先２名,口座ID ,紹介口座先CD2
,3311,,取引中,中林硝子 東野店,,ﾅｶﾊﾞﾔｼｶﾞﾗｽﾋｶﾞｼﾉﾃﾝ,,中林硝子 東野,607,8143,京都市山科区東野南井ノ上町13-13         ,c,,京都市内,075-592-0669,075-592-0012,,,,,,,,,,,,,,,,その他,,3311,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3315,,取引中,株式会社 エーエルクリエイツ,,ｴｰｴﾙｸﾘｴｲﾂ,,ｴｰｴﾙｸﾘｴｲﾂ,612,8415,京都市伏見区竹田中島町87-4    ,,,京都市内,075-642-4215,075-642-5670,,,,,,,,,,,,,,,,その他,,3315,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3316,,取引中,ジーエス・ヘイアン・ライティング株式会社,,ｼﾞｰｴｽﾍｲｱﾝﾗｲﾃｨﾝｸﾞ,,GSﾍｲｱﾝﾗｲﾃｨﾝｸﾞ,601,8203,京都市南区久世築山町378番地の4          ,c,,京都市内,075-921-4331,075-934-2733,,,,,,,,,,,,,,,,その他,,3316,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3321,,取引中,小杉染色 株式会社,,ｺｽｷﾞｾﾝｼｮｸ,,小杉染色㈱,601,8213,京都市南区久世中久世町5丁目69番地  ,c,,京都市内,075-921-1644,075-935-2460,,,,,,,,,,,,,,,,その他,,3321,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3322,,取引中,山下時子,,ﾔﾏｼﾀﾄｷｺ,,山下時子,618,91,京都府乙訓郡大山崎町円明寺1-316,c,,京都市外,075-957-0102,,,,,,,,,,,,,,,,,その他,,3322,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3324,,取引中,鉄板焼鳥 まごころや ももちゃん,,ﾏｺﾞｺﾛﾔﾓﾓﾁｬﾝ,,鉄板焼鳥ももちゃん,606,8182,京都市左京区一乗寺赤ノ宮町20番地      ,c,,京都市内,075-722-5914,,,,,,,,,,,,,,,,,その他,,3324,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3328,,取引中,すずき内科クリニック,,ｽｽﾞｷﾅｲｶｸﾘﾆｯｸ,,すずき内科,617,814,長岡京市今里西ノ口7-1              ,c,,京都市外,075-959-1150,,,,,,,,,,,,,,,,,その他,,3328,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3329,,取引中,鉄板焼き鳥 まごころ本店,,ﾏｺﾞｺﾛﾎﾝﾃﾝ,,まごころ本店,606,8183,京都市左京区一乗寺大新開町 20-3,c,,京都市内,075-722-0441,,,,,,,,,,,,,,,,,その他,,3329,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3408,,取引中,株式会社 村上製作所,,ﾑﾗｶﾐｾｲｻｸｼｮ,,㈱村上製作所,601,8122,京都市南区上鳥羽北塔ノ本町15         ,c,,京都市内,075-672-4355,,,,,,,,,,,,,,,,,その他,,3408,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3410,,取引中,サンハイム あざみ,,ｻﾝﾊｲﾑｱｻﾞﾐ,,ｻﾝﾊｲﾑあざみ,617,2,京都府向日市寺戸町向畑12-2          ,c,,京都市外,075-921-3654,,,,,,,,,,,,,,,,,その他,,3410,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3421,,取引中,ハイツ渡辺,,ﾊｲﾂﾜﾀﾅﾍﾞ,,ハイツ渡辺,617,2,向日市寺戸町東ノ段12番地              ,c,,京都市外,075-921-3604,,,,,,,,,,,,,,,,,その他,,3421,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3481,,取引中,吉田電機　株式会社,,ﾖｼﾀﾞﾃﾞﾝｷｶﾌﾞｼｷｶﾞｲｼｬｷ ,,吉田電機株式会社,612,8372,京都府京都市伏見区北端町55番地,,,京都市内,075-602-0654,,,,,,,,,,,,,,,,,その他,,3481,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3482,,取引中,株式会社エスイーテック,,ｴｽｲｰﾃｯｸ,,エスイーテック,612,8496,京都府京都市伏見区久我西出町2-125,c,,京都市内,,,,,,,,,,,,,,,,,,その他,,3482,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3562,,取引中,アルタカ 株式会社,,ｱﾙﾀｶ,,アルタカ㈱,601,8317,京都市南区吉祥院新田弐ノ段町83番地      ,,,京都市内,075-693-3551,075-693-3552,,,,,,,,,,,,,,,,その他,,3562,,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3570,,取引中,株式会社 長谷川製作所,,ﾊｾｶﾞﾜｾｲｻｸｼｮ,,長谷川製作所,601,8363,京都市南区吉祥院嶋野間詰町24          ,c,,京都市内,075-682-5566,075-682-5151,,,,,,,,,,,,,,,,その他,,3570,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3600,,取引中,オーツカ下鴨薬局,,ｵｰﾂｶｼﾓｶﾞﾓﾔｯｷｮｸ,,ｵｰﾂｶ下鴨薬局,606,866,京都市左京区下鴨東森ケ前町19          ,c,,京都市内,075-703-7010,075-703-7011,,,,,,,,,,,,,,,,その他,,3600,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3602,,解約,坂本 敬一×,,,,坂本敬一×,604,8831,京都市中京区壬生森前町16-10     ,×,,京都市内,,,,,,,,,,,,,,,,,,その他,,3602,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3603,,取引中,株式会社 施設工営,,ｼｾﾂｺｳｴｲ,,㈱施設工営,604,8863,京都市中京区壬生中川町14-7         ,c,,京都市内,075-811-5150,,,,,,,,,,,,,,,,,その他,,3603,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1989,5,取引中,積水化学工業株式会社　人事部　不動産管理部門,積水化学工業㈱京都寮,ｾｷｽｲｶｶﾞｸ ﾌﾄﾞｳｻﾝ ﾌﾞﾓﾝ,,積水科学　不動産,530,8565,大阪市北区西天満2丁目4番4号        ,堂島関電ビル10Ｆ 　　　　F,,大阪府,06-6365-4147,06-6365-4213,今東　尚文,,,,,,,,,,,,,,,その他,,1989,5,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3610,,取引中,株式会社 ファイン,,ﾌｧｲﾝ,,ファイン,600,8897,京都市下京区西七条御前田町13-3          ,c,,京都市内,075-315-5077,075-315-5067,,,,,,,,,,,,,,,,その他,,3610,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3611,,取引中,株式会社 辻井書院,,ﾂｼﾞｲｼｮｲﾝ,,辻井書院,606,861,京都市左京区下鴨西高木町47番地          ,c,,京都市内,075-791-3863,075-791-6067,,,,,,,,,,,,,,,,その他,,3611,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3620,,取引中,ＳＥ Ｇａｒａｇｅ,,ｴｽｲｰｶﾞﾚｰｼﾞ,,SE Gａｒage,606,8164,京都府京都市左京区一乗寺出口町11-7      ,c,,京都市内,075-722-0011,,,,,,,,,,,,,,,,,その他,,3620,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3801,,解約,Ｐ.Ｄ.Ｐメディカル丸太町薬局　×,,ﾏﾙﾀﾏﾁﾔｯｷｮｸ,,PDP丸太町薬局×,604,8491,京都市中京区西ノ京左馬寮町1-14      ,グローバルスクエアビル×,,京都市内,075-812-0861,,,,,,,,,,,,,,,,,その他,,3801,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3806,,取引中,高島歯科医院,,ﾀｶｼﾏｼｶｲｲﾝ,,高島歯科医院,606,8184,京都府京都市左京区一乗寺払殿町1     ,c,,京都市内,075-781-4786,,,,,,,,,,,,,,,,,その他,,3806,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3808,,取引中,八 木,,ﾔｷﾞ,,八木,604,8822,京都市中京区壬生辻町                    ,c,,京都市内,075-841-1353,,,,,,,,,,,,,,,,,その他,,3808,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3809,,取引中,紫明オーツカ薬局,,ｵｰﾂｶﾔｯｷｮｸｼﾒｲ,,紫明オーツカ薬局,603,8151,京都市北区小山下総町29-16          ,c,,京都市内,075-417-1213,,,,,,,,,,,,,,,,,その他,,3809,,,,,,,,,                                        ,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3820,,取引中,甲斐椎茸店,,ｶｲｼｲﾀｹﾃﾝ,,甲斐椎茸店,612,29,京都府京都市伏見区深草西浦町8-110,,,京都市内,075-642-1237,075-642-3836,,,,,,,,,,,,,,,,その他,,3820,,,,,,,,,,掛売上,末日,同月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3821,,取引中,株式会社  神村製作所,,ｶﾐﾑﾗｾｲｻｸｼｮ,,神村製作所,611,33,京都府宇治市大久保町西ノ端1番23,c,,京都市内,0774-43-4800,0774-43-4888,,,,,,,,,,,,,,,,その他,,3821,,,,,,,,,                             ,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3823,,取引中,有限会社 ミ　キ,,ﾐｷ  ,,ミキ,520,835,大津市別保3丁目1-24,,,滋賀県,077-531-1511,077-531-1512,,,,,,,,,,,,,,,,その他,,3823,,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3829,,解約,光 洋 軒,,ｺｳﾖｳｹﾝ,,光洋軒,601,8001,京都府京都市南区東九条室町30            ,c,,京都市内,075-672-0725,,,,,,,,,,,,,,,,,その他,,3829,,,,,,,,,c,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3833,0,取引中,エス・ジー・エス精工株式会社  南工場,,ｴｽｼﾞｰｴｽｾｲｺｳ,,SGS精工㈱,605,984,京都府京都市東山区福稲高原町18-3 ,c,,京都市内,075-541-2295,075-541-6505,,,,,,,,,,,,,,,,その他,,3833,0,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3833,1,取引中,エス・ジー・エス精工株式会社　久御山工場,,ｴｽ･ｼﾞｰｰ･ｴｽｾｲｺｳｶﾌﾞｼｷｶﾞｲｼｬ ｸﾐﾔﾏｺｳﾊﾞ,,ｴｽ・ｼﾞｰ・ｴｽ精工久御,613,24,京都府久世郡久御山町森中内88-1,c,,京都市外,075-631-5050,075-201-9189,,,,,,,,,,,,,,,,その他,,3833,1,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,3890,,取引中,井筒屋酒店,,ｲﾂﾞﾂﾔｻｹﾃﾝ,,井筒屋酒店,606,8286,京都市左京区北白川下別当町66  ,c,,京都市内,075-781-3710,,,,,,,,,,,,,,,,,その他,,3890,,,,,,,,,                                    ,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4000,,取引中,宇治伸銅 株式会社,,ｳｼﾞｼﾝﾄﾞｳ,,宇治伸銅,601,8116,京都市南区上鳥羽鉾立町11-7        ,c,,京都市内,075-682-3131,075-682-3071,西川道代,,,,,,,,,,,,,,,その他,,4000,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4003,,取引中,Ｌｏｈａｓ　ｈａｉｒ　ｅｓｏｌａ,,ﾛﾊｽ ﾍｱ ｴｿﾗ,,ﾛﾊｽ,612,8059,京都府京都市伏見区南部町61-12,c,,京都市内,075-201-1806,,,,,,,,,,,,,,,,,その他,,4003,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4004,,取引中,湖南広域行政組合 環境衛生センター,,ｺﾅﾝｺｳｲｷｷﾞｮｳｾｲｸﾐｱｲｶﾝｷｮｳｴｲｾｲｾﾝﾀｰ,,湖南環境衛生ｾﾝﾀｰ,525,15,滋賀県草津市集町404-1                   ,①,,滋賀県,077-568-0251,077-568-3484,,,,,,,,,,,,,,,,その他,,4004,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4009,,取引中,ａｕショップ  九条御前店,,ｴｰﾕｰｼｮｯﾌﾟｸｼﾞｮｳｵﾝﾏｴ,,auショップ九条御前,601,8451,京都市南区唐橋川久保町2-1            ,c,,京都市外,075-671-0025,,,,,,,,,,,,,,,,,その他,,4009,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4100,0,取引中,小 森 株式会社,,ｺﾓﾘ,,小森㈱　本体,617,823,長岡京市長岡1丁目1-10              ,①,,京都市外,075-954-8688,075-954-8632,,,,,,,,,,,,,,,,その他,,4100,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4100,1,取引中,長岡京シティホテル,,ﾅｶﾞｵｶｷｮｳｼﾃｨﾎﾃﾙ,,長岡京シティホテル,617,823,長岡京市長岡1丁目1-10             ,,,京都市外,075-954-8688,075-954-8632,,,,,,,,,,,,,,,,その他,,4100,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4100,2,取引中,小森薬局,,ｺﾓﾘﾔｯｷｮｸ,,小森薬局,617,823,長岡京市長岡1丁目1-10              ,,,京都市外,075-955-7292,,,,,,,,,,,,,,,,,その他,,4100,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4100,3,取引中,コンフォートセブン,,ｺﾝﾌｫｰﾄｾﾌﾞﾝ,,コンフォートセブン,617,823,長岡京市長岡1丁目1-10             ,,,京都市外,,,,,,,,,,,,,,,,,,その他,,4100,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4405,,取引中,メンズ ビューティ オクダ,,ｵｸﾀﾞ,,ﾒﾝｽﾞﾋﾞｭｰﾃｨｰｵｸﾀﾞ,612,0,京都市伏見区大手町315                ,c,,京都市内,,,,,,,,,,,,,,,,,,その他,,4405,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4408,,取引中,長尾武夫,,ﾅｶﾞｵﾀｹｵ,,長尾武夫,617,812,長岡京市長法寺力池                      ,c,,京都市外,,,,,,,,,,,,,,,,,,その他,,4408,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4411,,取引中,亀岡給食ｾﾝﾀｰ ﾊﾟﾅｿﾆｯｸ半導体亀岡事業所食堂,,ｶﾒｵｶｷｭｳｼｮｸｾﾝﾀｰ,,亀岡給食ｾﾝﾀｰ,621,18,亀岡市大井町小金岐東嶋55                ,ﾊﾟﾅｿﾆｯｸ半導体ﾃﾞｨｽｸﾘｰﾄﾃﾞﾊﾞｲｽ亀岡事業所　ｃ,,京都市外,,,,,,,,,,,,,,,,,,その他,,4411,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4412,,取引中,くつろぎ亭,,ｸﾂﾛｷﾞﾃｲ,,くつろぎ亭,520,3047,栗東市手原2丁目3-4                  ,c,,滋賀県,077-554-1800,,,,,,,,,,,,,,,,,その他,,4412,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4500,,取引中,有限会社 シンコウ美装,,ｼﾝｺｳﾋﾞｿｳ,,㈲シンコウ美装,612,8495,京都市伏見区久我森の宮町10-1,⑤,,京都市内,075-935-5600,075-935-5601,眞野智也,,,,,,,,,,,,,,,その他,,4500,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4510,,取引中,有限会社 レグルス,西村製作所,ﾚｸﾞﾙｽ,,㈲レグルス,615,2,京都市右京区西院東今田町21番地,                                        ,,京都市内,075-312-3457,075-312-3454,,,,,,,,,,,,,,,,その他,,4510,,,,,,,,,,掛売上,末日,翌月,5日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4512,,取引中,有限会社レグルス（業務委託分）,,ﾚｸﾞﾙｽ ｷﾞｮｳﾑｲﾀｸﾌﾞﾝ,,㈲レグルス業務委託分,,,,,,京都市内,,,,,,,,,,,,,,,,,,その他,,4512,,,,,,,,,,掛売上,末日,3ヶ月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4601,,取引中,宮本 大資,,ﾐﾔﾓﾄﾀﾞｲｼ,,宮本大資,526,217,滋賀県長浜市乗倉町204,c,,滋賀県,,,,,,,,,,,,,,,,,,その他,,4601,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4620,,解約,エニック 株式会社　×,,ｴﾆｯｸ,,ｴﾆッｸ㈱　本体　×,607,8216,京都市山科区勧修寺東出町28番地          ,                                      ×,,京都市内,075-573-1788,,,,,,,,,,,,,,,,,その他,,4620,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,4806,,取引中,ユニハイム四条大宮,,ﾕﾆﾊｲﾑｼｼﾞｮｳｵｵﾐﾔ,,ユニハイム四条大宮ｒ,604,8803,京都市中京区蛸薬師大宮西人因幡町112番地7,r,,京都市内,075-882-2440,,,,,,,,,,,,,,,,,その他,,4806,,,,,,,,,,掛売上,末日,翌月,5日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,5000,,取引中,杉 本,,ｽｷﾞﾓﾄ,,杉本,612,8307,京都市伏見区景勝町43番地          ,c,,京都市内,075-621-7121,,,,,,,,,,,,,,,,,その他,,5000,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,5499,,取引中,諸  口,,ｼｮｸﾞﾁ,,諸  口,,,                                        ,                                        ,,,,,,,,,,,,,,,,,,,,その他,,5499,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
